"entrez","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"7991",1543.5197431384208,-2.0559632704685624,0.09789370907799488,-21.001995836428204,6.288743547139557e-98,4.3561853127403224e-95,"TUSC3"
"8470",429.6976133150832,-8.878559828757039,0.42316413839864125,-20.981361658754274,9.707374782486787e-98,6.444078959774147e-95,"SORBS2"
"4609",7303.93861370085,4.969949619139694,0.23698565691835036,20.97152073997462,1.193864205237361e-97,7.608257807136655e-95,"MYC"
"6546",281.8986123340075,-8.976217784772372,0.4291983778117916,-20.913913585918877,4.000358218333898e-97,2.451296428249833e-94,"SLC8A1"
"120114",635.011115298744,-8.562671554162728,0.4095514796448232,-20.90743650001842,4.5819858668564914e-97,2.7037110678058374e-94,"FAT3"
"56849",304.65017827821265,-8.994240416531689,0.43312115253880173,-20.76610750551124,8.768267597784947e-96,4.989144263139634e-93,"TCEAL7"
"9260",1510.8102209312422,-3.6692442620272168,0.17704611522011893,-20.724793975091163,2.070115222475733e-95,1.1372784732580475e-92,"PDLIM7"
"8682",1923.1437134361145,-3.3652046611792636,0.16292716034785198,-20.654657295901433,8.864789487502258e-95,4.707794203829533e-92,"PEA15"
"5329",184.08114869546054,-3.850731345570074,0.186497846620552,-20.647591462033134,1.0260947385415044e-94,5.2734649594978215e-92,"PLAUR"
"7057",672.0609658550852,-9.577261125465403,0.46692959451639887,-20.51114608699116,1.7121227180106903e-93,8.524230982295725e-91,"THBS1"
"23532",2325.2638704910732,11.506973714722848,0.5650371368728558,20.364986589035716,3.419464320443377e-92,1.6508759258576935e-89,"PRAME"
"10130",1174.617609640885,-2.934233250808278,0.14433661377897547,-20.329098584102212,7.10965733309469e-92,3.3315017832607236e-89,"PDIA6"
"8354",2836.66623883458,-10.431986277816705,0.5151397758850239,-20.250787778703895,3.4960431901486944e-91,1.5913988601556856e-88,"H3C11"
"11079",965.3320754794461,-2.565828677688561,0.1273312237682299,-20.15082084154723,2.6468862866416278e-90,1.171394231077067e-87,"RER1"
"9948",2454.6635436642277,-2.1148969393204577,0.10521111039597797,-20.101460115388218,7.165411403213153e-90,3.0853874182700526e-87,"WDR1"
"823",248.72101019060196,-2.6169829645552922,0.1304488859150255,-20.06136691930046,1.60607800745744e-89,6.73369337231893e-87,"CAPN1"
"3856",1208.5245930119474,-8.077533027265005,0.40596474896263607,-19.897129117504832,4.309137006322312e-88,1.760337712428899e-85,"KRT8"
"5797",225.7111089798828,-8.144755918936033,0.4099034278433758,-19.869938540860765,7.409352581064061e-88,2.9511451330378155e-85,"PTPRM"
"339290",154.9905511453634,-6.667375178229845,0.33767888308225263,-19.74472053855316,8.905617037855468e-87,3.460592454807642e-84,"LINC00667"
"857",2437.3488908920067,-5.936980285234963,0.30190551641791885,-19.665027508197557,4.299342068979705e-86,1.6308837581663013e-83,"CAV1"
